output_file,class,patch_id,dates,input_files,shape,temporal_samples,zone_id,crop_type,split
4512_class5.npy,5.0,4512,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4512_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4512_class5_img.tif']","[20, 64, 64]",2,2,-1,train
4513_class5.npy,5.0,4513,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4513_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4513_class5_img.tif']","[20, 64, 64]",2,2,-1,train
4514.npy,,4514,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4514_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4514_img.tif']","[20, 64, 64]",2,2,-1,train
4515_class7.npy,7.0,4515,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4515_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4515_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4516_class7.npy,7.0,4516,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4516_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4516_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4517_class7.npy,7.0,4517,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4517_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4517_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4518_class7.npy,7.0,4518,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4518_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4518_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4519_class7.npy,7.0,4519,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4519_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4519_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4520_class7.npy,7.0,4520,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4520_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4520_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4521_class7.npy,7.0,4521,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4521_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4521_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4522_class7.npy,7.0,4522,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4522_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4522_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4523_class7.npy,7.0,4523,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4523_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4523_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4524_class7.npy,7.0,4524,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4524_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4524_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4525_class7.npy,7.0,4525,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4525_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4525_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4526_class7.npy,7.0,4526,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4526_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4526_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4527_class7.npy,7.0,4527,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4527_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4527_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4528_class7.npy,7.0,4528,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4528_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4528_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4529_class7.npy,7.0,4529,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4529_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4529_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4530_class7.npy,7.0,4530,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4530_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4530_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4531.npy,,4531,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4531_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4531_img.tif']","[20, 64, 64]",2,2,-1,train
4532_class7.npy,7.0,4532,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4532_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4532_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4533_class7.npy,7.0,4533,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4533_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4533_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4534_class7.npy,7.0,4534,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4534_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4534_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4535_class7.npy,7.0,4535,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4535_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4535_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4536_class7.npy,7.0,4536,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4536_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4536_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4537_class7.npy,7.0,4537,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4537_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4537_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4538_class7.npy,7.0,4538,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4538_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4538_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4539_class7.npy,7.0,4539,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4539_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4539_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4540_class7.npy,7.0,4540,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4540_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4540_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4541_class7.npy,7.0,4541,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4541_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4541_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4542_class7.npy,7.0,4542,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4542_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4542_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4543_class7.npy,7.0,4543,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4543_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4543_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4544_class7.npy,7.0,4544,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4544_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4544_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4545_class7.npy,7.0,4545,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4545_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4545_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4546_class7.npy,7.0,4546,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4546_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4546_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4547_class7.npy,7.0,4547,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4547_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4547_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4548_class7.npy,7.0,4548,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4548_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4548_class7_img.tif']","[20, 64, 64]",2,2,-1,train
4549.npy,,4549,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4549_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4549_img.tif']","[20, 64, 64]",2,2,-1,train
4550_class6.npy,6.0,4550,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4550_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4550_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4551_class6.npy,6.0,4551,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4551_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4551_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4552_class6.npy,6.0,4552,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4552_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4552_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4553_class6.npy,6.0,4553,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4553_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4553_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4554_class6.npy,6.0,4554,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4554_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4554_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4555_class6.npy,6.0,4555,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4555_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4555_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4556_class6.npy,6.0,4556,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4556_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4556_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4557_class6.npy,6.0,4557,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4557_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4557_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4558_class6.npy,6.0,4558,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4558_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4558_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4559_class6.npy,6.0,4559,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4559_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4559_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4560_class6.npy,6.0,4560,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4560_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4560_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4561_class6.npy,6.0,4561,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4561_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4561_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4562_class6.npy,6.0,4562,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4562_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4562_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4563_class6.npy,6.0,4563,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4563_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4563_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4564_class6.npy,6.0,4564,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4564_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4564_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4565_class6.npy,6.0,4565,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4565_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4565_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4566_class6.npy,6.0,4566,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4566_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4566_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4567_class6.npy,6.0,4567,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4567_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4567_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4568_class6.npy,6.0,4568,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4568_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4568_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4569_class6.npy,6.0,4569,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4569_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4569_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4570_class6.npy,6.0,4570,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4570_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4570_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4571_class6.npy,6.0,4571,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4571_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4571_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4572_class6.npy,6.0,4572,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4572_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4572_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4573_class6.npy,6.0,4573,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4573_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4573_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4574_class6.npy,6.0,4574,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4574_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4574_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4575_class6.npy,6.0,4575,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4575_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4575_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4576_class6.npy,6.0,4576,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4576_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4576_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4577_class6.npy,6.0,4577,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4577_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4577_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4578_class6.npy,6.0,4578,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4578_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4578_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4579_class6.npy,6.0,4579,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4579_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4579_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4580_class6.npy,6.0,4580,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4580_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4580_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4581_class6.npy,6.0,4581,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4581_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4581_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4582_class6.npy,6.0,4582,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4582_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4582_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4583_class6.npy,6.0,4583,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4583_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4583_class6_img.tif']","[20, 64, 64]",2,2,-1,train
4584.npy,,4584,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4584_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4584_img.tif']","[20, 64, 64]",2,2,-1,train
4585_class4.npy,4.0,4585,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4585_class4_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4585_class4_img.tif']","[20, 64, 64]",2,2,-1,train
4586_class4.npy,4.0,4586,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4586_class4_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4586_class4_img.tif']","[20, 64, 64]",2,2,-1,train
4587_class4.npy,4.0,4587,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4587_class4_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4587_class4_img.tif']","[20, 64, 64]",2,2,-1,train
4588_class4.npy,4.0,4588,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4588_class4_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4588_class4_img.tif']","[20, 64, 64]",2,2,-1,train
4589_class4.npy,4.0,4589,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4589_class4_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4589_class4_img.tif']","[20, 64, 64]",2,2,-1,train
4590_class4.npy,4.0,4590,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4590_class4_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4590_class4_img.tif']","[20, 64, 64]",2,2,-1,train
4591_class4.npy,4.0,4591,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4591_class4_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4591_class4_img.tif']","[20, 64, 64]",2,2,-1,train
4598_class4.npy,4.0,4598,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4598_class4_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4598_class4_img.tif']","[20, 64, 64]",2,1,-1,train
4599_class4.npy,4.0,4599,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4599_class4_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4599_class4_img.tif']","[20, 64, 64]",2,1,-1,train
4600_class4.npy,4.0,4600,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4600_class4_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4600_class4_img.tif']","[20, 64, 64]",2,1,-1,train
4601_class4.npy,4.0,4601,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4601_class4_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4601_class4_img.tif']","[20, 64, 64]",2,1,-1,train
4602.npy,,4602,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4602_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4602_img.tif']","[20, 64, 64]",2,1,-1,train
4603_class3.npy,3.0,4603,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4603_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4603_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4604_class3.npy,3.0,4604,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4604_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4604_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4605_class3.npy,3.0,4605,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4605_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4605_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4606_class3.npy,3.0,4606,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4606_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4606_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4607_class3.npy,3.0,4607,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4607_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4607_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4608_class3.npy,3.0,4608,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4608_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4608_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4609_class3.npy,3.0,4609,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4609_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4609_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4610_class3.npy,3.0,4610,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4610_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4610_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4611_class3.npy,3.0,4611,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4611_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4611_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4612_class3.npy,3.0,4612,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4612_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4612_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4613_class3.npy,3.0,4613,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4613_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4613_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4614_class3.npy,3.0,4614,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4614_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4614_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4615_class3.npy,3.0,4615,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4615_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4615_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4616_class3.npy,3.0,4616,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4616_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4616_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4617_class3.npy,3.0,4617,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4617_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4617_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4618_class3.npy,3.0,4618,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4618_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4618_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4619.npy,,4619,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4619_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4619_img.tif']","[20, 64, 64]",2,1,-1,train
4620_class3.npy,3.0,4620,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4620_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4620_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4621_class3.npy,3.0,4621,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4621_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4621_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4622_class3.npy,3.0,4622,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4622_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4622_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4623_class3.npy,3.0,4623,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4623_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4623_class3_img.tif']","[20, 64, 64]",2,1,-1,train
4624_class3.npy,3.0,4624,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\4624_class3_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\4624_class3_img.tif']","[20, 64, 64]",2,1,-1,train
